Training POS tagger....
Averaging weights....
Done!

Training dependency parser....
0 0.622
1 0.706
2 0.749
3 0.774
4 0.794
5 0.809
6 0.822
7 0.831
8 0.840
9 0.846
10 0.849
11 0.853
12 0.857
13 0.859
14 0.862
Averaging weights....
Done!

Saving model to model/parser.pickle
17 steeper 18 18
18 losses 16 16
19 . 11 1

0 ROOT ROOT None
1 There 2 2
2 was 0 29
3 heavy 5 5
4 stock-index 5 5
5 arbitrage 2 2
6 , 2 5
7 as 9 9
8 traders 9 9
9 sold 2 5
10 big 11 11
11 baskets 9 9
12 of 11 11
13 stock 12 12
14 and 9 9
15 bought 9 9
16 stock-index 17 17
17 futures 15 15
18 to 19 19
19 profit 15 15
20 from 19 19
21 the 23 23
22 price 23 23
23 discrepancies 20 20
24 between 23 23
25 the 27 27
26 two 27 27
27 markets 24 24
28 . 2 2

0 ROOT ROOT None
1 This 2 2
2 was 0 25
3 a 4 4
4 hangover 2 2
5 from 4 4
6 Friday 5 5
7 , 6 17
8 when 17 17
9 Standard 15 15
10 & 9 9
11 Poor 9 9
12 's 9 9
13 500-stock 15 15
14 index 15 15
15 futures 17 8
16 had 17 17
17 closed 6 2
18 at 17 17
19 a 21 21
20 sharp 21 21
21 discount 18 18
22 to 21 17
23 stocks 22 22
24 . 2 2

0 ROOT ROOT None
1 The 2 2
2 onslaught 7 7
3 of 2 2
4 the 6 5
5 program 6 3
6 selling 3 5
7 dashed 0 26
8 any 9 9
9 hopes 7 19
10 that 19 19
11 some 19 19
12 of 11 11
13 the 17 17
14 big 17 17
15 program 17 17
16 trading 17 17
17 firms 12 12
18 would 19 19
19 hold 9 7
20 off 19 19
21 until 24 24
22 the 23 23
23 market 24 24
24 stabilized 19 7
25 . 7 7

0 ROOT ROOT None
1 They 2 2
2 did 0 5
3 n't 2 2
4 . 2 2

0 ROOT ROOT None
1 The 2 2
2 Dow 3 3
3 accelerated 0 17
4 its 5 5
5 slide 3 3
6 , 3 3
7 losing 3 3
8 63.52 7 7
9 in 7 7
10 the 13 13
11 first 13 13
12 40 13 13
13 minutes 9 9
14 of 13 13
15 trading 14 14
16 . 3 3

0 ROOT ROOT None
1 With 3 9
2 program 3 3
3 traders 9 1
4 seemingly 5 5
5 in 3 9
6 charge 5 5
7 , 9 9
8 buyers 9 9
9 backed 0 19
10 away 9 9
11 from 9 10
12 the 13 13
13 market 11 11
14 and 9 9
15 watched 9 9
16 stocks 17 17
17 fall 15 15
18 . 9 9

0 ROOT ROOT None
1 Then 7 7
2 at 7 1
3 10:15 2 2
4 the 5 5
5 Dow 7 7
6 suddenly 7 7
7 started 0 26
8 to 9 9
9 rebound 7 7
10 , 7 7
11 and 7 7
12 when 14 14
13 it 14 14
14 shot 17 7
15 upward 14 17
16 it 17 17
17 did 7 14
18 so 17 19
19 even 20 20
20 faster 17 17
21 than 20 20
22 the 24 24
23 early-morning 24 24
24 fall 21 21
25 . 7 7

0 ROOT ROOT None
1 And 6 16
2 this 3 3
3 time 6 1
4 , 6 3
5 it 6 4
6 was 0 5
7 n't 6 6
8 just 11 11
9 the 11 11
10 program 11 11
11 traders 6 7
12 who 13 13
13 were 11 11
14 responsible 13 13
15 . 6 1

0 ROOT ROOT None
1 All 3 3
2 the 3 3
3 selling 5 5
4 had 5 5
5 pushed 0 25
6 stocks 5 5
7 to 5 9
8 such 10 9
9 cheap 10 5
10 values 7 9
11 that 20 20
12 big 14 14
13 investment 14 14
14 banks 20 11
15 and 14 14
16 major 19 19
17 money 19 19
18 management 19 19
19 firms 14 14
20 started 10 9
21 buying 20 20
22 stocks 21 21
23 heavily 21 21
24 . 5 5

0 ROOT ROOT None
1 The 3 3
2 program 3 3
3 traders 4 4
4 were 0 13
5 in 4 4
6 there 5 5
7 , 4 6
8 too 4 6
9 , 4 8
10 of 4 8
11 course 10 10
12 . 4 4

0 ROOT ROOT None
1 But 12 12
2 according 12 12
3 to 2 2
4 one 5 5
5 trader 3 3
6 , 12 5
7 the 8 8
8 programmers 12 12
9 `` 12 12
10 did 12 12
11 n't 12 12
12 look 0 36
13 as 14 12
14 dominant 12 13
15 on 14 14
16 the 17 17
17 upside 15 15
18 as 14 17
19 on 18 18
20 the 21 21
21 downside 19 19
22 because 24 24
23 there 24 24
24 was 12 21
25 { 24 24
26 also 24 25
27 } 24 26
28 a 29 29
29 lot 24 25
30 of 29 29
31 bargain-hunting 30 30
32 '' 31 31
33 by 31 29
34 institutions 33 33
35 . 12 12

0 ROOT ROOT None
1 Roland 3 3
2 M. 3 3
3 Machold 22 22
4 , 3 3
5 director 3 3
6 of 5 5
7 the 10 10
8 New 10 10
9 Jersey 10 10
10 Division 6 6
11 of 10 10
12 Investment 11 11
13 , 10 12
14 which 15 15
15 oversees 10 12
16 $ 15 15
17 29 18 18
18 billion 16 16
19 in 16 16
20 investments 19 19
21 , 10 3
22 said 0 38
23 the 26 26
24 `` 26 26
25 first 26 26
26 thing 29 22
27 we 28 26
28 did 26 27
29 was 22 28
30 to 31 31
31 double 29 29
32 our 33 33
33 orders 31 36
34 '' 31 33
35 yesterday 36 36
36 morning 31 31
37 . 22 22

0 ROOT ROOT None
1 `` 12 18
2 With 5 11
3 the 4 4
4 market 5 2
5 down 12 4
6 like 5 4
7 this 6 6
8 , 12 11
9 we 12 11
10 'll 12 11
11 probably 12 18
12 take 0 11
13 another 14 14
14 $ 12 12
15 50 14 14
16 million 14 14
17 and 12 11
18 put 12 25
19 it 18 18
20 in 18 18
21 '' 20 20
22 the 23 23
23 market 20 20
24 . 12 18

0 ROOT ROOT None
1 Trading 7 7
2 in 1 1
3 Walt 5 5
4 Disney 5 5
5 Co. 2 2
6 particularly 1 7
7 caught 0 12
8 traders 10 10
9 ' 8 8
10 eyes 7 7
11 . 7 7

0 ROOT ROOT None
1 According 8 8
2 to 1 1
3 Big 5 5
4 Board 5 5
5 officials 2 2
6 , 8 8
7 Disney 8 8
8 had 0 33
9 one 8 8
10 of 9 9
11 the 14 14
12 biggest 14 14
13 sell-order 14 14
14 imbalances 10 10
15 on 8 14
16 Friday 15 15
17 ; 8 8
18 it 19 19
19 was 8 8
20 one 19 19
21 of 20 20
22 the 24 24
23 seven 24 24
24 stocks 21 21
25 that 28 28
26 could 28 28
27 n't 28 28
28 finish 24 20
29 trading 28 28
30 that 31 31
31 day 28 29
32 . 8 8

0 ROOT ROOT None
1 The 2 2
2 stock 3 3
3 opened 0 13
4 late 3 3
5 at 3 3
6 114 7 7
7 1/2 5 5
8 , 3 3
9 down 3 3
10 8 11 11
11 1/2 9 9
12 . 3 3

0 ROOT ROOT None
1 But 4 4
2 then 4 4
3 it 4 4
4 shot 20 14
5 upward 4 4
6 7 7 7
7 1/2 5 5
8 as 14 5
9 Goldman 14 8
10 , 9 9
11 Sachs 9 9
12 & 9 9
13 Co. 9 9
14 stepped 4 20
15 in 14 14
16 and 14 15
17 bought 14 15
18 , 20 20
19 traders 20 20
20 said 0 22
21 . 20 20

0 ROOT ROOT None
1 However 7 7
2 , 7 7
3 Disney 6 6
4 specialist 6 6
5 Robert 6 6
6 Fagenson 7 7
7 said 0 25
8 : 7 7
9 `` 7 13
10 I 13 13
11 would 13 13
12 be 13 13
13 surprised 7 7
14 if 16 13
15 Goldman 16 14
16 represented 13 13
17 4 18 18
18 % 16 16
19 of 18 18
20 the 22 22
21 opening 22 22
22 volume 19 19
23 . 7 7
24 '' 7 7

0 ROOT ROOT None
1 Around 8 8
2 Wall 3 3
3 Street 1 1
4 , 8 8
5 trading 6 6
6 desks 8 8
7 were 8 8
8 relieved 0 26
9 that 14 14
10 they 14 14
11 could 14 14
12 at 14 14
13 least 12 14
14 play 8 8
15 the 16 17
16 market 14 17
17 yesterday 14 14
18 , 14 8
19 in 14 8
20 contrast 19 19
21 to 20 8
22 Friday 24 24
23 's 22 22
24 gridlock 21 21
25 . 8 8

0 ROOT ROOT None
1 At 14 14
2 Donaldson 7 7
3 , 2 2
4 Lufkin 2 2
5 & 2 2
6 Jenrette 2 7
7 Inc. 1 1
8 , 14 7
9 head 13 7
10 equity 13 13
11 trader 13 13
12 Dudley 13 13
13 Eppel 14 14
14 said 0 24
15 : 14 14
16 `` 14 14
17 I 18 18
18 think 14 14
19 the 20 20
20 opening 21 21
21 was 18 18
22 constructive 21 21
23 . 14 14

0 ROOT ROOT None
1 It 2 2
2 was 0 5
3 orderly 2 2
4 . 2 2

0 ROOT ROOT None
1 We 2 2
2 put 0 7
3 some 4 4
4 orders 2 2
5 together 2 4
6 . 2 2

0 ROOT ROOT None
1 There 2 2
2 was 0 16
3 n't 2 2
4 a 5 5
5 lot 2 2
6 of 5 5
7 panic 8 8
8 selling 6 6
9 , 2 2
10 either 11 11
11 domestically 2 2
12 or 11 11
13 internationally 11 11
14 ... 2 2
15 . 2 2

0 ROOT ROOT None
1 Not 2 2
2 like 0 15
3 Friday 2 2
4 where 7 7
5 they 7 7
6 just 7 7
7 took 3 2
8 { 7 10
9 the 10 10
10 market 7 7
11 } 7 10
12 apart 7 7
13 . 2 2
14 '' 2 2

0 ROOT ROOT None
1 Still 8 8
2 , 8 8
3 the 4 4
4 market 8 8
5 had 8 8
6 n't 8 8
7 yet 8 8
8 crossed 0 18
9 into 8 8
10 positive 11 11
11 territory 9 9
12 , 8 8
13 and 8 8
14 traders 15 16
15 were 8 16
16 glum 15 8
17 . 8 8

0 ROOT ROOT None
1 But 9 9
2 in 9 9
3 another 5 5
4 dramatic 5 5
5 burst 2 2
6 , 9 9
7 the 8 8
8 Dow 9 9
9 tacked 0 28
10 on 9 9
11 42 12 12
12 points 10 10
13 in 9 9
14 five 15 15
15 minutes 13 13
16 , 9 9
17 and 9 9
18 at 22 9
19 10:25 18 18
20 the 21 21
21 index 22 22
22 showed 9 9
23 a 24 24
24 gain 22 22
25 of 24 24
26 5.74 25 25
27 . 9 9

0 ROOT ROOT None
1 On 12 12
2 the 5 5
3 Big 5 5
4 Board 5 5
5 floor 1 1
6 and 1 5
7 on 1 5
8 trading 9 9
9 desks 7 7
10 , 12 12
11 traders 12 12
12 yelped 0 16
13 their 14 14
14 approval 12 12
15 . 12 12

0 ROOT ROOT None
1 Grinned 0 18
2 Griffith 3 3
3 Peck 1 18
4 , 3 3
5 a 6 6
6 trader 3 3
7 in 6 6
8 Shearson 11 11
9 Lehman 11 11
10 Hutton 11 11
11 Inc. 14 14
12 's 11 11
13 OTC 14 14
14 department 7 7
15 : 1 3
16 `` 1 18
17 I 18 18
18 tell 1 23
19 you 18 18
20 , 18 23
21 this 22 22
22 market 23 23
23 acts 18 27
24 healthy 23 23
25 . 1 23
26 '' 1 23

0 ROOT ROOT None
1 Around 7 7
2 him 1 1
3 , 7 7
4 scores 7 7
5 of 4 7
6 traders 5 7
7 seemed 0 28
8 to 9 9
9 get 7 7
10 a 11 11
11 burst 9 9
12 of 11 11
13 energy 12 12
14 ; 7 7
15 their 16 16
16 boss 17 17
17 broke 7 7
18 out 17 17
19 bottles 17 17
20 of 19 19
21 Perrier 22 20
22 water 20 24
23 to 24 24
24 cool 17 17
25 them 24 24
26 off 24 24
27 . 7 7

0 ROOT ROOT None
1 Among 8 8
2 Big 4 4
3 Board 4 4
4 specialists 1 1
5 , 8 8
6 the 7 7
7 cry 8 8
8 was 0 28
9 `` 8 12
10 Pull 8 12
11 your 12 12
12 offers 10 19
13 '' 8 12
14 -- 15 15
15 meaning 8 19
16 that 19 17
17 specialists 19 19
18 soon 19 19
19 expected 15 8
20 to 21 21
21 get 19 19
22 higher 23 23
23 prices 21 21
24 for 21 23
25 their 26 26
26 shares 24 24
27 . 8 8

0 ROOT ROOT None
1 `` 10 16
2 It 3 4
3 was 10 4
4 bedlam 3 1
5 on 3 4
6 the 7 7
7 upside 5 5
8 , 10 10
9 '' 10 10
10 said 0 4
11 one 14 14
12 Big 14 14
13 Board 14 14
14 specialist 10 10
15 . 10 4

0 ROOT ROOT None
1 But 5 4
2 not 3 4
3 everybody 5 4
4 was 5 5
5 making 0 8
6 money 5 5
7 . 5 5

0 ROOT ROOT None
1 The 2 2
2 carnage 17 18
3 on 2 2
4 the 8 8
5 Chicago 8 8
6 Board 8 8
7 Options 8 8
8 Exchange 3 3
9 , 8 8
10 the 11 11
11 nation 15 15
12 's 11 11
13 major 15 15
14 options 15 15
15 market 8 8
16 , 8 2
17 was 0 18
18 heavy 17 31
19 after 28 18
20 the 21 21
21 trading 28 19
22 in 21 21
23 S&P 26 26
24 100 26 26
25 stock-index 26 26
26 options 22 22
27 was 28 28
28 halted 17 18
29 Friday 28 28
30 . 17 18

0 ROOT ROOT None
1 Many 3 3
2 market 3 3
3 makers 11 11
4 in 3 3
5 the 10 6
6 S&P 10 10
7 100 10 9
8 index 10 9
9 options 10 10
10 contract 4 11
11 had 0 28
12 bullish 13 13
13 positions 11 11
14 Friday 11 11
15 , 11 11
16 and 11 11
17 when 20 20
18 the 19 19
19 shutdown 20 20
20 came 23 11
21 they 23 23
22 were 23 23
23 frozen 11 20
24 with 23 23
25 huge 26 26
26 losses 24 24
27 . 11 11

0 ROOT ROOT None
1 Over 7 24
2 the 3 3
3 weekend 1 1
4 , 7 1
5 clearing 6 4
6 firms 7 7
7 told 0 5
8 the 11 11
9 Chicago 11 11
10 market 11 11
11 makers 7 7
12 to 13 13
13 get 7 11
14 out 13 13
15 of 14 14
16 their 17 17
17 positions 15 15
18 at 13 13
19 any 20 20
20 cost 18 22
21 Monday 22 22
22 morning 13 18
23 . 7 1

0 ROOT ROOT None
1 `` 10 10
2 They 3 5
3 were 10 5
4 absolutely 5 5
5 killed 3 10
6 , 5 5
7 slaughtered 5 5
8 , 10 10
9 '' 10 10
10 said 0 16
11 one 14 14
12 Chicago-based 14 14
13 options 14 14
14 trader 10 10
15 . 10 10

0 ROOT ROOT None
1 Some 2 2
2 traders 3 3
3 said 0 28
4 that 22 7
5 the 10 7
6 closely 7 7
7 watched 10 3
8 Major 10 10
9 Market 10 10
10 Index 22 22
11 , 10 10
12 whose 14 14
13 20 14 14
14 stocks 15 15
15 mimic 10 10
16 the 18 18
17 Dow 18 18
18 industrials 15 15
19 , 10 10
20 did 22 22
21 n't 22 22
22 lead 3 7
23 yesterday 26 26
24 's 23 23
25 big 26 26
26 rally 22 22
27 . 3 3

0 ROOT ROOT None
1 James 2 2
2 Gallagher 12 12
3 , 2 2
4 a 5 5
5 partner 2 2
6 at 5 5
7 specialist 8 8
8 Fowler 6 6
9 & 8 8
10 Rosenau 8 8
11 , 2 2
12 said 0 62
13 , 12 12
14 `` 16 12
15 The 16 16
16 difference 36 12
17 between 16 16
18 today 17 17
19 and 18 16
20 two 21 21
21 years 18 22
22 ago 21 16
23 '' 21 16
24 -- 27 16
25 `` 27 24
26 Terrible 27 27
27 Tuesday 21 16
28 , 27 36
29 '' 27 36
30 Oct. 27 29
31 20 30 30
32 , 30 30
33 1987 30 30
34 -- 27 29
35 `` 36 36
36 is 12 60
37 that 40 40
38 then 40 40
39 we 40 40
40 needed 36 36
41 a 42 42
42 savior 44 44
43 to 44 44
44 go 40 40
45 into 44 44
46 the 49 49
47 Major 49 49
48 Market 49 49
49 Index 45 45
50 , 44 49
51 spend 44 36
52 $ 51 51
53 2 54 54
54 million 52 52
55 and 44 51
56 get 44 51
57 the 59 58
58 program 59 56
59 rally 60 60
60 started 56 12
61 . 12 12

0 ROOT ROOT None
1 This 2 2
2 time 6 6
3 { 6 4
4 institutions 6 6
5 } 6 4
6 saw 0 17
7 the 8 8
8 programs 9 6
9 coming 6 8
10 and 6 6
11 backed 6 6
12 away 11 11
13 and 6 11
14 backed 6 11
15 away 14 14
16 . 6 6

0 ROOT ROOT None
1 Then 14 5
2 when 5 5
3 the 4 4
4 market 5 5
5 was 14 21
6 at 5 5
7 a 9 9
8 technical 9 9
9 level 6 6
10 to 11 11
11 buy 9 9
12 , 14 14
13 they 14 14
14 came 0 5
15 in 14 14
16 with 14 14
17 a 18 18
18 vengeance 16 16
19 . 14 5
20 '' 14 5

0 ROOT ROOT None
1 However 20 28
2 , 20 1
3 according 20 2
4 to 3 3
5 one 6 6
6 analyst 4 4
7 , 20 6
8 the 9 9
9 timing 20 6
10 of 9 9
11 Major 15 13
12 Market 15 13
13 Index 15 10
14 futures 15 13
15 buying 10 14
16 just 17 20
17 before 20 20
18 the 19 19
19 turnaround 17 20
20 was 0 15
21 similar 20 20
22 to 21 21
23 that 22 22
24 of 23 23
25 Terrible 26 26
26 Tuesday 24 24
27 . 20 1

0 ROOT ROOT None
1 `` 11 11
2 Futures 4 4
3 were 4 4
4 pulling 11 11
5 the 7 7
6 stock 7 7
7 market 4 8
8 higher 4 4
9 , 11 11
10 '' 11 11
11 said 0 25
12 Donald 13 13
13 Selkin 11 11
14 , 13 13
15 head 13 13
16 of 15 15
17 stock-index 19 19
18 futures 19 19
19 research 16 16
20 at 19 13
21 Prudential-Bache 23 23
22 Securities 23 23
23 Inc 20 20
24 . 11 11

0 ROOT ROOT None
1 Although 8 19
2 the 4 4
3 Big 4 4
4 Board 7 7
5 's 4 4
6 specialist 7 7
7 firms 8 18
8 struggled 19 7
9 through 8 8
10 another 14 14
11 highly 12 12
12 volatile 14 14
13 trading 14 14
14 session 9 9
15 , 19 8
16 their 17 17
17 performance 19 18
18 yesterday 19 19
19 was 0 38
20 better 19 19
21 than 20 20
22 during 21 21
23 Friday 26 26
24 's 23 23
25 late-afternoon 26 26
26 chaos 22 22
27 , 19 19
28 according 19 19
29 to 28 28
30 traders 29 29
31 and 30 30
32 brokers 30 30
33 who 34 34
34 work 30 32
35 with 34 34
36 them 35 35
37 . 19 19

0 ROOT ROOT None
1 Specialists 3 3
2 were 3 3
3 criticized 0 16
4 for 3 3
5 their 6 6
6 inability 4 4
7 to 8 8
8 maintain 6 3
9 orderly 10 10
10 markets 8 8
11 during 8 8
12 the 14 14
13 Friday 14 14
14 plunge 11 11
15 . 3 3

0 ROOT ROOT None
1 But 17 17
2 yesterday 17 17
3 , 17 2
4 even 5 5
5 with 17 2
6 halts 5 5
7 in 6 6
8 such 11 11
9 major 11 11
10 blue-chip 11 11
11 stocks 7 7
12 as 11 5
13 Merck 12 12
14 , 17 2
15 `` 17 17
16 we 17 17
17 expected 30 48
18 ( 17 20
19 the 20 20
20 halts 17 17
21 ) 17 20
22 and 17 17
23 it 24 17
24 was 17 30
25 n't 24 24
26 too 27 27
27 bad 24 24
28 , 17 30
29 '' 17 30
30 said 0 17
31 Donaldson 34 34
32 's 31 31
33 Mr. 34 34
34 Eppel 30 30
35 , 34 34
36 who 38 38
37 had 38 38
38 been 34 34
39 critical 38 38
40 of 39 39
41 the 42 42
42 specialists 44 44
43 ' 42 42
44 performance 40 40
45 on 44 44
46 Friday 45 45
47 . 30 38

0 ROOT ROOT None
1 According 15 11
2 to 1 1
3 a 6 6
4 Big 6 6
5 Board 6 6
6 official 2 2
7 , 15 11
8 while 11 11
9 many 10 10
10 stocks 11 8
11 opened 15 31
12 late 11 11
13 , 15 15
14 there 15 15
15 were 0 11
16 subsequent 18 18
17 trading 18 18
18 halts 15 15
19 in 15 15
20 only 22 21
21 three 22 22
22 issues 19 19
23 -- 22 15
24 AMR 22 15
25 , 24 24
26 Merck 24 24
27 and 24 24
28 Valero 29 29
29 Energy 24 24
30 . 15 11

0 ROOT ROOT None
1 Merck 2 2
2 is 0 15
3 one 2 2
4 of 3 3
5 the 8 8
6 most 7 7
7 important 8 8
8 stocks 4 4
9 in 8 8
10 the 13 13
11 Major 13 13
12 Market 13 13
13 Index 9 9
14 . 2 2

0 ROOT ROOT None
1 No 2 2
2 sector 8 8
3 of 2 2
4 the 5 5
5 market 3 3
6 has 8 8
7 been 8 8
8 spared 0 17
9 during 8 8
10 the 13 13
11 past 13 13
12 two 13 13
13 days 15 15
14 ' 13 13
15 gyrations 9 9
16 . 8 8

0 ROOT ROOT None
1 Yet 21 21
2 from 21 1
3 the 5 5
4 Dow 5 5
5 industrials 7 7
6 ' 5 5
7 high 2 2
8 on 7 7
9 Oct. 8 8
10 9 9 9
11 through 2 7
12 Friday 14 14
13 's 12 12
14 plunge 11 11
15 , 21 20
16 relatively 18 17
17 good 18 18
18 performances 21 20
19 have 21 20
20 been 21 21
21 turned 0 35
22 in 21 21
23 by 21 21
24 real-estate 23 26
25 , 24 24
26 utilities 24 23
27 , 24 21
28 precious 29 29
29 metals 24 21
30 and 24 29
31 life 33 33
32 insurance 33 33
33 stocks 24 29
34 . 21 21

0 ROOT ROOT None
1 And 9 10
2 yesterday 9 10
3 , 9 10
4 the 8 8
5 top 8 8
6 performing 8 8
7 industry 8 8
8 group 9 10
9 was 0 10
10 oil 13 15
11 field 13 13
12 equipment 13 13
13 issues 9 10
14 . 9 10

0 ROOT ROOT None
1 For 5 5
2 example 1 1
3 , 5 5
4 Halliburton 5 5
5 jumped 0 27
6 3 7 7
7 1/4 5 5
8 to 5 5
9 38 8 8
10 , 5 5
11 Schlumberger 12 12
12 rose 5 5
13 2 14 14
14 1/2 12 12
15 to 12 12
16 43 17 17
17 1/4 15 15
18 and 5 5
19 Baker 20 20
20 Hughes 21 21
21 rose 5 5
22 1 23 23
23 1/8 21 21
24 to 21 21
25 22 24 24
26 . 5 5

0 ROOT ROOT None
1 Because 2 2
2 of 10 10
3 the 7 4
4 UAL 7 2
5 and 4 4
6 AMR 4 7
7 tumbles 2 4
8 , 10 10
9 airlines 10 10
10 were 0 19
11 the 13 13
12 weakest 13 13
13 sector 10 10
14 of 13 13
15 the 16 17
16 market 14 17
17 yesterday 10 14
18 . 10 10

0 ROOT ROOT None
1 Philip 2 2
2 Morris 3 3
3 was 0 24
4 the 6 6
5 Big 6 6
6 Board 10 10
7 's 6 6
8 most 9 9
9 active 10 10
10 issue 3 3
11 , 3 3
12 rising 3 3
13 2 14 14
14 1/4 12 12
15 to 12 12
16 43 17 17
17 1/4 15 15
18 on 12 12
19 nearly 21 20
20 eight 21 22
21 million 22 22
22 shares 18 18
23 . 3 3

0 ROOT ROOT None
1 Among 8 8
2 other 4 4
3 major 4 4
4 issues 1 1
5 , 8 8
6 Coca-Cola 7 7
7 Co. 8 8
8 closed 0 34
9 up 8 8
10 2 9 9
11 at 8 9
12 66 13 13
13 3/4 11 11
14 on 8 8
15 1.7 16 16
16 million 17 17
17 shares 14 14
18 and 8 8
19 American 20 20
20 Telephone 23 23
21 & 20 20
22 Telegraph 20 20
23 rose 8 8
24 3 25 25
25 1/4 23 23
26 to 23 23
27 43 26 26
28 on 23 23
29 nearly 31 30
30 7.8 31 31
31 million 32 32
32 shares 28 28
33 . 8 8

0 ROOT ROOT None
1 Shares 12 12
2 of 1 1
3 International 5 5
4 Business 5 5
5 Machines 2 2
6 , 5 5
7 which 8 8
8 reported 5 5
9 earnings 8 10
10 yesterday 8 8
11 , 5 1
12 finished 0 35
13 at 12 12
14 103 13 13
15 , 12 12
16 up 12 12
17 1 16 16
18 , 12 12
19 after 12 12
20 slipping 19 19
21 below 20 20
22 100 21 21
23 during 20 20
24 Friday 26 26
25 's 24 24
26 session 23 23
27 for 20 20
28 the 30 30
29 first 30 30
30 time 27 27
31 in 30 20
32 five 33 33
33 years 31 31
34 . 12 12

0 ROOT ROOT None
1 Shares 6 6
2 of 1 1
3 three 5 5
4 brokerage 5 5
5 firms 2 2
6 rose 0 12
7 after 9 9
8 they 9 9
9 reported 6 6
10 earnings 9 9
11 . 6 6

0 ROOT ROOT None
1 Merrill 2 2
2 Lynch 3 3
3 added 0 24
4 1 5 5
5 3/4 3 3
6 to 3 3
7 28 6 6
8 , 3 3
9 PaineWebber 10 10
10 rose 3 3
11 3/4 10 10
12 to 10 10
13 18 14 14
14 1/2 12 12
15 and 3 3
16 Bear 17 17
17 Stearns 18 18
18 rose 3 3
19 3/8 18 18
20 to 18 18
21 14 22 22
22 1/4 20 20
23 . 3 3

0 ROOT ROOT None
1 Federal 4 4
2 National 4 4
3 Mortgage 4 4
4 Association 11 11
5 , 4 4
6 a 9 9
7 recently 8 8
8 hot 9 9
9 stock 4 4
10 , 4 4
11 climbed 0 21
12 4 11 11
13 to 11 11
14 124 13 13
15 on 11 11
16 nearly 18 18
17 1.6 18 18
18 million 19 19
19 shares 15 15
20 . 11 11

0 ROOT ROOT None
1 At 22 22
2 a 4 4
3 news 4 4
4 conference 1 1
5 after 22 22
6 the 7 7
7 close 5 5
8 of 7 7
9 trading 8 8
10 yesterday 22 7
11 , 22 22
12 the 14 14
13 Big 14 14
14 Board 17 17
15 's 14 14
16 Mr. 17 17
17 Phelan 22 22
18 and 17 17
19 other 21 21
20 exchange 21 21
21 officials 17 22
22 praised 0 31
23 the 24 24
24 performance 22 22
25 of 24 24
26 their 27 27
27 computers 25 25
28 and 27 24
29 personnel 27 24
30 . 22 22

0 ROOT ROOT None
1 Mr. 2 2
2 Phelan 3 3
3 said 0 30
4 that 8 3
5 program 7 7
6 trading 7 7
7 strategies 8 4
8 were 3 4
9 n't 8 8
10 responsible 8 8
11 for 10 10
12 triggering 11 11
13 Friday 15 15
14 's 13 13
15 decline 12 12
16 despite 8 15
17 a 18 18
18 jump 16 16
19 in 18 18
20 the 21 21
21 use 19 19
22 of 21 21
23 the 25 25
24 computer-driven 25 25
25 strategies 22 22
26 in 18 18
27 recent 28 28
28 months 26 26
29 . 3 3

0 ROOT ROOT None
1 Some 3 3
2 24 3 3
3 million 31 32
4 of 3 3
5 the 10 10
6 more 7 7
7 than 9 9
8 100 9 9
9 million 10 10
10 shares 4 4
11 traded 10 10
12 in 11 11
13 the 16 16
14 final 16 16
15 90 16 16
16 minutes 12 12
17 of 16 16
18 Friday 20 20
19 's 18 18
20 session 17 17
21 , 16 20
22 when 29 29
23 the 24 24
24 plunge 29 29
25 in 24 24
26 stock 27 27
27 prices 25 25
28 was 29 29
29 concentrated 16 3
30 , 16 3
31 were 35 32
32 program-related 31 35
33 , 35 35
34 he 35 35
35 said 0 37
36 . 35 35

0 ROOT ROOT None
1 Program 2 2
2 trades 3 3
3 make 0 40
4 up 3 3
5 10 6 6
6 % 3 4
7 of 6 6
8 the 9 9
9 exchange 11 11
10 's 9 9
11 volume 7 7
12 on 3 11
13 an 15 15
14 average 15 15
15 day 12 12
16 , 3 3
17 but 3 3
18 despite 24 24
19 the 20 20
20 increase 18 24
21 Friday 20 20
22 , 24 24
23 it 24 24
24 was 40 28
25 `` 24 24
26 certainly 24 28
27 not 24 28
28 something 24 3
29 you 31 31
30 would 31 31
31 say 28 28
32 precipitated 31 31
33 the 35 35
34 market 35 35
35 decline 32 32
36 , 40 40
37 '' 40 40
38 Mr. 39 39
39 Phelan 40 40
40 said 3 42
41 . 3 40

0 ROOT ROOT None
1 Mr. 2 2
2 Phelan 3 3
3 expressed 0 11
4 relief 3 8
5 that 8 8
6 the 7 7
7 market 8 8
8 rebounded 4 3
9 yesterday 8 8
10 . 3 3

0 ROOT ROOT None
1 `` 26 26
2 Obviously 15 1
3 , 15 7
4 every 5 5
5 time 15 3
6 we 7 7
7 get 5 15
8 this 9 9
9 kind 7 7
10 of 9 9
11 reaction 10 10
12 , 15 15
13 it 15 15
14 's 15 15
15 going 26 26
16 to 17 17
17 make 15 15
18 everybody 19 17
19 nervous 17 18
20 , 19 17
21 including 19 17
22 me 21 21
23 , 26 26
24 '' 26 26
25 he 26 26
26 said 0 28
27 . 26 26

0 ROOT ROOT None
1 He 2 2
2 said 0 29
3 that 6 6
4 exchange 5 5
5 officials 6 3
6 had 2 2
7 conversations 6 6
8 with 7 7
9 Wall 11 11
10 Street 11 11
11 firms 8 8
12 throughout 6 6
13 the 14 14
14 weekend 12 12
15 and 6 12
16 that 21 12
17 `` 21 20
18 all 20 20
